id,nombre,edad,perfil,sesgo,preocupacion,pais,provincia,ciudad,nse
2402,Persona_2402,69,Productor agropecuario,Antisistema,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C2 (Medio-Alto)
2403,Persona_2403,41,Jubilado,Antisistema,Economía y Seguridad,Argentina,Buenos Aires,Tandil,D1 (Bajo)
2404,Persona_2404,55,Docente,Escéptico,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,C3 (Medio)
2405,Persona_2405,26,Jubilado,Conservador,Economía y Seguridad,Argentina,Santa Fe,Rafaela,C2 (Medio-Alto)
2406,Persona_2406,58,Desempleado,Progresista,Economía y Seguridad,Argentina,Córdoba,Carlos Paz,E (Vulnerable)
2407,Persona_2407,75,Comerciante de barrio,Justicia Social,Economía y Seguridad,Argentina,Salta,Salta Capital,E (Vulnerable)
2408,Persona_2408,45,Comerciante de barrio,Pragmático,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,C3 (Medio)
2409,Persona_2409,24,Trabajador informal,Pragmático,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,ABC1 (Alto)
2410,Persona_2410,48,Trabajador informal,Antisistema,Economía y Seguridad,Argentina,CABA,CABA,E (Vulnerable)
2411,Persona_2411,44,Docente,Pragmático,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,ABC1 (Alto)
2412,Persona_2412,59,Desempleado,Escéptico,Economía y Seguridad,Argentina,Buenos Aires,Mar del Plata,C3 (Medio)
2413,Persona_2413,29,Desempleado,Liberal,Economía y Seguridad,Argentina,Salta,Cafayate,ABC1 (Alto)
2414,Persona_2414,74,Obrero de fábrica,Escéptico,Economía y Seguridad,Argentina,Salta,Salta Capital,D1 (Bajo)
2415,Persona_2415,70,Estudiante universitario,Antisistema,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,C2 (Medio-Alto)
2416,Persona_2416,72,Desempleado,Escéptico,Economía y Seguridad,Argentina,Santa Fe,Venado Tuerto,C2 (Medio-Alto)
2417,Persona_2417,61,Profesional independiente,Antisistema,Economía y Seguridad,Argentina,Salta,Cafayate,C2 (Medio-Alto)
2418,Persona_2418,60,Obrero de fábrica,Escéptico,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,E (Vulnerable)
2419,Persona_2419,20,Desempleado,Pragmático,Economía y Seguridad,Argentina,Santa Fe,Santa Fe Capital,C3 (Medio)
2420,Persona_2420,54,Estudiante universitario,Progresista,Economía y Seguridad,Argentina,Buenos Aires,Tandil,ABC1 (Alto)
2421,Persona_2421,56,Empleado público,Escéptico,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,C2 (Medio-Alto)
2422,Persona_2422,74,Desempleado,Progresista,Economía y Seguridad,Argentina,Salta,Salta Capital,ABC1 (Alto)
2423,Persona_2423,35,Estudiante universitario,Justicia Social,Economía y Seguridad,Argentina,Salta,Salta Capital,E (Vulnerable)
2424,Persona_2424,46,Productor agropecuario,Escéptico,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C3 (Medio)
2425,Persona_2425,19,Estudiante universitario,Conservador,Economía y Seguridad,Argentina,Mendoza,San Rafael,ABC1 (Alto)
2426,Persona_2426,37,Programador freelance,Escéptico,Economía y Seguridad,Argentina,Córdoba,Río Cuarto,ABC1 (Alto)
2427,Persona_2427,73,Obrero de fábrica,Liberal,Economía y Seguridad,Argentina,Salta,Salta Capital,E (Vulnerable)
2428,Persona_2428,42,Comerciante de barrio,Antisistema,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,ABC1 (Alto)
2429,Persona_2429,20,Productor agropecuario,Antisistema,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,C3 (Medio)
2430,Persona_2430,44,Empleado público,Progresista,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C2 (Medio-Alto)
2431,Persona_2431,59,Empleado público,Justicia Social,Economía y Seguridad,Argentina,Córdoba,Carlos Paz,C2 (Medio-Alto)
2432,Persona_2432,37,Jubilado,Liberal,Economía y Seguridad,Argentina,Buenos Aires,Tandil,ABC1 (Alto)
2433,Persona_2433,69,Profesional independiente,Pragmático,Economía y Seguridad,Argentina,CABA,CABA,ABC1 (Alto)
2434,Persona_2434,48,Docente,Conservador,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C2 (Medio-Alto)
2435,Persona_2435,39,Trabajador informal,Escéptico,Economía y Seguridad,Argentina,CABA,CABA,ABC1 (Alto)
2436,Persona_2436,51,Jubilado,Conservador,Economía y Seguridad,Argentina,Buenos Aires,La Plata,D1 (Bajo)
2437,Persona_2437,71,Docente,Progresista,Economía y Seguridad,Argentina,Salta,Salta Capital,C3 (Medio)
2438,Persona_2438,37,Trabajador informal,Progresista,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,ABC1 (Alto)
2439,Persona_2439,65,Productor agropecuario,Progresista,Economía y Seguridad,Argentina,Córdoba,Carlos Paz,ABC1 (Alto)
2440,Persona_2440,19,Empleado público,Antisistema,Economía y Seguridad,Argentina,Buenos Aires,Mar del Plata,ABC1 (Alto)
2441,Persona_2441,63,Empleado público,Conservador,Economía y Seguridad,Argentina,Salta,Salta Capital,C3 (Medio)
2442,Persona_2442,65,Empleado público,Escéptico,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,C3 (Medio)
2443,Persona_2443,19,Trabajador informal,Justicia Social,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,ABC1 (Alto)
2444,Persona_2444,45,Jubilado,Escéptico,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,E (Vulnerable)
2445,Persona_2445,18,Trabajador informal,Justicia Social,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,D1 (Bajo)
2446,Persona_2446,73,Comerciante de barrio,Pragmático,Economía y Seguridad,Argentina,Córdoba,Córdoba Capital,E (Vulnerable)
2447,Persona_2447,75,Obrero de fábrica,Liberal,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,C2 (Medio-Alto)
2448,Persona_2448,57,Profesional independiente,Conservador,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,C3 (Medio)
2449,Persona_2449,66,Docente,Antisistema,Economía y Seguridad,Argentina,Córdoba,Villa María,ABC1 (Alto)
2450,Persona_2450,65,Empleado público,Liberal,Economía y Seguridad,Argentina,Santa Fe,Santa Fe Capital,D1 (Bajo)
2451,Persona_2451,27,Comerciante de barrio,Justicia Social,Economía y Seguridad,Argentina,CABA,CABA,ABC1 (Alto)
2452,Persona_2452,71,Jubilado,Escéptico,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C3 (Medio)
2453,Persona_2453,42,Trabajador informal,Justicia Social,Economía y Seguridad,Argentina,Santa Fe,Rosario,E (Vulnerable)
2454,Persona_2454,55,Programador freelance,Escéptico,Economía y Seguridad,Argentina,Santa Fe,Santa Fe Capital,D1 (Bajo)
2455,Persona_2455,21,Productor agropecuario,Antisistema,Economía y Seguridad,Argentina,Salta,Cafayate,ABC1 (Alto)
2456,Persona_2456,53,Profesional independiente,Escéptico,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,E (Vulnerable)
2457,Persona_2457,63,Estudiante universitario,Progresista,Economía y Seguridad,Argentina,CABA,CABA,D1 (Bajo)
2458,Persona_2458,53,Programador freelance,Antisistema,Economía y Seguridad,Argentina,CABA,CABA,ABC1 (Alto)
2459,Persona_2459,48,Desempleado,Pragmático,Economía y Seguridad,Argentina,Santa Fe,Rafaela,ABC1 (Alto)
2460,Persona_2460,39,Profesional independiente,Conservador,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C2 (Medio-Alto)
2461,Persona_2461,66,Programador freelance,Escéptico,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,D1 (Bajo)
2462,Persona_2462,42,Programador freelance,Justicia Social,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,D1 (Bajo)
2463,Persona_2463,52,Obrero de fábrica,Conservador,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,E (Vulnerable)
2464,Persona_2464,51,Trabajador informal,Conservador,Economía y Seguridad,Argentina,Santa Fe,Santa Fe Capital,E (Vulnerable)
2465,Persona_2465,52,Estudiante universitario,Liberal,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,D1 (Bajo)
2466,Persona_2466,21,Profesional independiente,Conservador,Economía y Seguridad,Argentina,Santa Fe,Santa Fe Capital,E (Vulnerable)
2467,Persona_2467,44,Trabajador informal,Liberal,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,C2 (Medio-Alto)
2468,Persona_2468,51,Obrero de fábrica,Pragmático,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,E (Vulnerable)
2469,Persona_2469,55,Jubilado,Conservador,Economía y Seguridad,Argentina,Mendoza,San Rafael,D1 (Bajo)
2470,Persona_2470,60,Emprendedor tech,Progresista,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,C3 (Medio)
2471,Persona_2471,51,Profesional independiente,Progresista,Economía y Seguridad,Argentina,CABA,CABA,C2 (Medio-Alto)
2472,Persona_2472,70,Productor agropecuario,Antisistema,Economía y Seguridad,Argentina,Córdoba,Carlos Paz,E (Vulnerable)
2473,Persona_2473,28,Jubilado,Pragmático,Economía y Seguridad,Argentina,Santa Fe,Rosario,C3 (Medio)
2474,Persona_2474,62,Programador freelance,Liberal,Economía y Seguridad,Argentina,CABA,CABA,E (Vulnerable)
2475,Persona_2475,49,Trabajador informal,Progresista,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,D1 (Bajo)
2476,Persona_2476,48,Trabajador informal,Liberal,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,E (Vulnerable)
2477,Persona_2477,31,Programador freelance,Conservador,Economía y Seguridad,Argentina,CABA,CABA,C2 (Medio-Alto)
2478,Persona_2478,19,Programador freelance,Pragmático,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,ABC1 (Alto)
2479,Persona_2479,70,Estudiante universitario,Liberal,Economía y Seguridad,Argentina,Salta,Salta Capital,C2 (Medio-Alto)
2480,Persona_2480,72,Estudiante universitario,Progresista,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,C3 (Medio)
2481,Persona_2481,72,Obrero de fábrica,Conservador,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,E (Vulnerable)
2482,Persona_2482,57,Profesional independiente,Escéptico,Economía y Seguridad,Argentina,Córdoba,Carlos Paz,C3 (Medio)
2483,Persona_2483,33,Obrero de fábrica,Justicia Social,Economía y Seguridad,Argentina,CABA,CABA,E (Vulnerable)
2484,Persona_2484,57,Obrero de fábrica,Justicia Social,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,ABC1 (Alto)
2485,Persona_2485,45,Estudiante universitario,Liberal,Economía y Seguridad,Argentina,Salta,Salta Capital,C2 (Medio-Alto)
2486,Persona_2486,18,Obrero de fábrica,Escéptico,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,E (Vulnerable)
2487,Persona_2487,72,Obrero de fábrica,Escéptico,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,C3 (Medio)
2488,Persona_2488,64,Productor agropecuario,Conservador,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,E (Vulnerable)
2489,Persona_2489,28,Programador freelance,Justicia Social,Economía y Seguridad,Argentina,Santa Fe,Rosario,C3 (Medio)
2490,Persona_2490,67,Empleado público,Progresista,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,E (Vulnerable)
2491,Persona_2491,53,Programador freelance,Conservador,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,C3 (Medio)
2492,Persona_2492,24,Comerciante de barrio,Pragmático,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C2 (Medio-Alto)
2493,Persona_2493,56,Desempleado,Conservador,Economía y Seguridad,Argentina,Córdoba,Córdoba Capital,D1 (Bajo)
2494,Persona_2494,61,Jubilado,Antisistema,Economía y Seguridad,Argentina,Buenos Aires,Mar del Plata,E (Vulnerable)
2495,Persona_2495,61,Profesional independiente,Escéptico,Economía y Seguridad,Argentina,Santa Fe,Rafaela,C3 (Medio)
2496,Persona_2496,68,Desempleado,Justicia Social,Economía y Seguridad,Argentina,Mendoza,San Rafael,C2 (Medio-Alto)
2497,Persona_2497,32,Docente,Conservador,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,C2 (Medio-Alto)
2498,Persona_2498,23,Docente,Progresista,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,ABC1 (Alto)
2499,Persona_2499,75,Obrero de fábrica,Conservador,Economía y Seguridad,Argentina,CABA,CABA,D1 (Bajo)
2500,Persona_2500,51,Jubilado,Progresista,Economía y Seguridad,Argentina,Salta,Salta Capital,C3 (Medio)
2501,Persona_2501,32,Profesional independiente,Conservador,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,C3 (Medio)
2502,Persona_2502,29,Emprendedor tech,Pragmático,Economía y Seguridad,Argentina,CABA,CABA,E (Vulnerable)
2503,Persona_2503,31,Desempleado,Liberal,Economía y Seguridad,Argentina,Salta,Salta Capital,E (Vulnerable)
2504,Persona_2504,36,Programador freelance,Progresista,Economía y Seguridad,Argentina,Salta,Cafayate,D1 (Bajo)
2505,Persona_2505,54,Profesional independiente,Justicia Social,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,D1 (Bajo)
2506,Persona_2506,30,Programador freelance,Conservador,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C2 (Medio-Alto)
2507,Persona_2507,25,Programador freelance,Pragmático,Economía y Seguridad,Argentina,Córdoba,Río Cuarto,C2 (Medio-Alto)
2508,Persona_2508,72,Trabajador informal,Conservador,Economía y Seguridad,Argentina,Mendoza,San Rafael,C3 (Medio)
2509,Persona_2509,58,Emprendedor tech,Conservador,Economía y Seguridad,Argentina,CABA,CABA,E (Vulnerable)
2510,Persona_2510,61,Estudiante universitario,Escéptico,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C2 (Medio-Alto)
2511,Persona_2511,73,Trabajador informal,Pragmático,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,D1 (Bajo)
2512,Persona_2512,29,Empleado público,Liberal,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,ABC1 (Alto)
2513,Persona_2513,33,Desempleado,Progresista,Economía y Seguridad,Argentina,CABA,CABA,D1 (Bajo)
2514,Persona_2514,59,Estudiante universitario,Liberal,Economía y Seguridad,Argentina,Santa Fe,Santa Fe Capital,E (Vulnerable)
2515,Persona_2515,53,Emprendedor tech,Escéptico,Economía y Seguridad,Argentina,Santa Fe,Santa Fe Capital,C3 (Medio)
2516,Persona_2516,35,Jubilado,Justicia Social,Economía y Seguridad,Argentina,Córdoba,Villa María,D1 (Bajo)
2517,Persona_2517,49,Docente,Progresista,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,E (Vulnerable)
2518,Persona_2518,39,Profesional independiente,Justicia Social,Economía y Seguridad,Argentina,CABA,CABA,ABC1 (Alto)
2519,Persona_2519,74,Comerciante de barrio,Escéptico,Economía y Seguridad,Argentina,Santa Fe,Santa Fe Capital,C3 (Medio)
2520,Persona_2520,18,Productor agropecuario,Justicia Social,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,E (Vulnerable)
2521,Persona_2521,21,Emprendedor tech,Progresista,Economía y Seguridad,Argentina,Salta,Salta Capital,C2 (Medio-Alto)
2522,Persona_2522,34,Profesional independiente,Progresista,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C2 (Medio-Alto)
2523,Persona_2523,19,Comerciante de barrio,Escéptico,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,D1 (Bajo)
2524,Persona_2524,50,Productor agropecuario,Justicia Social,Economía y Seguridad,Argentina,Mendoza,San Rafael,E (Vulnerable)
2525,Persona_2525,52,Productor agropecuario,Conservador,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,C2 (Medio-Alto)
2526,Persona_2526,46,Comerciante de barrio,Justicia Social,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,ABC1 (Alto)
2527,Persona_2527,22,Profesional independiente,Pragmático,Economía y Seguridad,Argentina,CABA,CABA,D1 (Bajo)
2528,Persona_2528,47,Docente,Antisistema,Economía y Seguridad,Argentina,Córdoba,Villa María,D1 (Bajo)
2529,Persona_2529,22,Profesional independiente,Antisistema,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,D1 (Bajo)
2530,Persona_2530,41,Trabajador informal,Pragmático,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,E (Vulnerable)
2531,Persona_2531,61,Profesional independiente,Liberal,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,E (Vulnerable)
2532,Persona_2532,69,Desempleado,Progresista,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,D1 (Bajo)
2533,Persona_2533,31,Obrero de fábrica,Justicia Social,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,D1 (Bajo)
2534,Persona_2534,26,Trabajador informal,Liberal,Economía y Seguridad,Argentina,Mendoza,San Rafael,ABC1 (Alto)
2535,Persona_2535,46,Desempleado,Justicia Social,Economía y Seguridad,Argentina,Córdoba,Villa María,ABC1 (Alto)
2536,Persona_2536,44,Estudiante universitario,Pragmático,Economía y Seguridad,Argentina,Santa Fe,Rafaela,C3 (Medio)
2537,Persona_2537,19,Estudiante universitario,Pragmático,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,C3 (Medio)
2538,Persona_2538,47,Productor agropecuario,Pragmático,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,D1 (Bajo)
2539,Persona_2539,58,Emprendedor tech,Progresista,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,E (Vulnerable)
2540,Persona_2540,25,Desempleado,Conservador,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,ABC1 (Alto)
2541,Persona_2541,63,Comerciante de barrio,Conservador,Economía y Seguridad,Argentina,Salta,Cafayate,C3 (Medio)
2542,Persona_2542,51,Jubilado,Pragmático,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,ABC1 (Alto)
2543,Persona_2543,28,Programador freelance,Progresista,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C3 (Medio)
2544,Persona_2544,56,Obrero de fábrica,Pragmático,Economía y Seguridad,Argentina,Córdoba,Villa María,D1 (Bajo)
2545,Persona_2545,65,Desempleado,Justicia Social,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,C3 (Medio)
2546,Persona_2546,66,Profesional independiente,Justicia Social,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,D1 (Bajo)
2547,Persona_2547,29,Jubilado,Liberal,Economía y Seguridad,Argentina,CABA,CABA,ABC1 (Alto)
2548,Persona_2548,29,Empleado público,Escéptico,Economía y Seguridad,Argentina,CABA,CABA,E (Vulnerable)
2549,Persona_2549,61,Programador freelance,Antisistema,Economía y Seguridad,Argentina,Salta,Cafayate,D1 (Bajo)
2550,Persona_2550,53,Estudiante universitario,Antisistema,Economía y Seguridad,Argentina,CABA,CABA,ABC1 (Alto)
2551,Persona_2551,23,Emprendedor tech,Antisistema,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,D1 (Bajo)
2552,Persona_2552,57,Jubilado,Conservador,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,C3 (Medio)
2553,Persona_2553,55,Productor agropecuario,Liberal,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,C3 (Medio)
2554,Persona_2554,22,Programador freelance,Justicia Social,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,D1 (Bajo)
2555,Persona_2555,66,Obrero de fábrica,Antisistema,Economía y Seguridad,Argentina,CABA,CABA,C2 (Medio-Alto)
2556,Persona_2556,61,Docente,Antisistema,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C3 (Medio)
2557,Persona_2557,19,Productor agropecuario,Progresista,Economía y Seguridad,Argentina,Salta,Cafayate,D1 (Bajo)
2558,Persona_2558,50,Trabajador informal,Conservador,Economía y Seguridad,Argentina,Santa Fe,Rosario,C3 (Medio)
2559,Persona_2559,39,Comerciante de barrio,Escéptico,Economía y Seguridad,Argentina,Buenos Aires,Mar del Plata,E (Vulnerable)
2560,Persona_2560,29,Emprendedor tech,Liberal,Economía y Seguridad,Argentina,Buenos Aires,Mar del Plata,ABC1 (Alto)
2561,Persona_2561,65,Comerciante de barrio,Conservador,Economía y Seguridad,Argentina,Neuquén,San Martín de los Andes,E (Vulnerable)
2562,Persona_2562,62,Jubilado,Escéptico,Economía y Seguridad,Argentina,Córdoba,Río Cuarto,C3 (Medio)
2563,Persona_2563,37,Docente,Justicia Social,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,E (Vulnerable)
2564,Persona_2564,75,Profesional independiente,Escéptico,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,D1 (Bajo)
2565,Persona_2565,40,Trabajador informal,Antisistema,Economía y Seguridad,Argentina,Buenos Aires,Tandil,E (Vulnerable)
2566,Persona_2566,37,Estudiante universitario,Antisistema,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,C3 (Medio)
2567,Persona_2567,68,Obrero de fábrica,Pragmático,Economía y Seguridad,Argentina,Mendoza,Mendoza Capital,E (Vulnerable)
2568,Persona_2568,55,Programador freelance,Escéptico,Economía y Seguridad,Argentina,Santa Fe,Rosario,E (Vulnerable)
2569,Persona_2569,34,Obrero de fábrica,Progresista,Economía y Seguridad,Argentina,Santa Fe,Rafaela,E (Vulnerable)
2570,Persona_2570,67,Estudiante universitario,Liberal,Economía y Seguridad,Argentina,Córdoba,Carlos Paz,C2 (Medio-Alto)
2571,Persona_2571,50,Productor agropecuario,Escéptico,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C3 (Medio)
2572,Persona_2572,53,Estudiante universitario,Liberal,Economía y Seguridad,Argentina,CABA,CABA,ABC1 (Alto)
2573,Persona_2573,58,Emprendedor tech,Progresista,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,C2 (Medio-Alto)
2574,Persona_2574,38,Productor agropecuario,Justicia Social,Economía y Seguridad,Argentina,Santa Fe,Venado Tuerto,ABC1 (Alto)
2575,Persona_2575,72,Trabajador informal,Pragmático,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C2 (Medio-Alto)
2576,Persona_2576,20,Trabajador informal,Justicia Social,Economía y Seguridad,Argentina,Buenos Aires,Mar del Plata,E (Vulnerable)
2577,Persona_2577,33,Productor agropecuario,Justicia Social,Economía y Seguridad,Argentina,Córdoba,Carlos Paz,ABC1 (Alto)
2578,Persona_2578,47,Emprendedor tech,Escéptico,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,ABC1 (Alto)
2579,Persona_2579,35,Empleado público,Antisistema,Economía y Seguridad,Argentina,Córdoba,Carlos Paz,D1 (Bajo)
2580,Persona_2580,21,Obrero de fábrica,Conservador,Economía y Seguridad,Argentina,Córdoba,Carlos Paz,D1 (Bajo)
2581,Persona_2581,23,Trabajador informal,Justicia Social,Economía y Seguridad,Argentina,Salta,Cafayate,C3 (Medio)
2582,Persona_2582,23,Desempleado,Liberal,Economía y Seguridad,Argentina,Neuquén,Neuquén Capital,C3 (Medio)
2583,Persona_2583,62,Desempleado,Liberal,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,ABC1 (Alto)
2584,Persona_2584,24,Docente,Conservador,Economía y Seguridad,Argentina,Santa Fe,Rafaela,D1 (Bajo)
2585,Persona_2585,20,Emprendedor tech,Progresista,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,ABC1 (Alto)
2586,Persona_2586,24,Desempleado,Pragmático,Economía y Seguridad,Argentina,Salta,Cafayate,ABC1 (Alto)
2587,Persona_2587,41,Programador freelance,Liberal,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,E (Vulnerable)
2588,Persona_2588,56,Productor agropecuario,Pragmático,Economía y Seguridad,Argentina,Santa Fe,Rosario,D1 (Bajo)
2589,Persona_2589,34,Comerciante de barrio,Liberal,Economía y Seguridad,Argentina,Santa Fe,Rosario,E (Vulnerable)
2590,Persona_2590,23,Comerciante de barrio,Liberal,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,ABC1 (Alto)
2591,Persona_2591,61,Profesional independiente,Progresista,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,ABC1 (Alto)
2592,Persona_2592,47,Programador freelance,Escéptico,Economía y Seguridad,Argentina,Santa Fe,Rosario,C2 (Medio-Alto)
2593,Persona_2593,38,Docente,Escéptico,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,ABC1 (Alto)
2594,Persona_2594,44,Obrero de fábrica,Pragmático,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,E (Vulnerable)
2595,Persona_2595,56,Empleado público,Progresista,Economía y Seguridad,Argentina,Santa Fe,Rosario,C2 (Medio-Alto)
2596,Persona_2596,35,Emprendedor tech,Progresista,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,C3 (Medio)
2597,Persona_2597,30,Programador freelance,Conservador,Economía y Seguridad,Argentina,Salta,Salta Capital,C3 (Medio)
2598,Persona_2598,62,Profesional independiente,Conservador,Economía y Seguridad,Argentina,Buenos Aires,Mar del Plata,ABC1 (Alto)
2599,Persona_2599,47,Estudiante universitario,Conservador,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C3 (Medio)
2600,Persona_2600,28,Jubilado,Progresista,Economía y Seguridad,Argentina,Salta,Cafayate,ABC1 (Alto)
2601,Persona_2601,36,Profesional independiente,Progresista,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,ABC1 (Alto)
2602,Persona_2602,33,Profesional independiente,Justicia Social,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,C2 (Medio-Alto)
2603,Persona_2603,56,Estudiante universitario,Antisistema,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,C2 (Medio-Alto)
2604,Persona_2604,24,Trabajador informal,Antisistema,Economía y Seguridad,Argentina,Buenos Aires,Bahía Blanca,C2 (Medio-Alto)
2605,Persona_2605,42,Jubilado,Progresista,Economía y Seguridad,Argentina,Chubut,Puerto Madryn,D1 (Bajo)
2606,Persona_2606,48,Obrero de fábrica,Antisistema,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,D1 (Bajo)
2607,Persona_2607,49,Programador freelance,Antisistema,Economía y Seguridad,Argentina,Tucumán,San Miguel de Tucumán,C3 (Medio)
2608,Persona_2608,72,Profesional independiente,Escéptico,Economía y Seguridad,Argentina,Córdoba,Carlos Paz,D1 (Bajo)
2609,Persona_2609,61,Desempleado,Escéptico,Economía y Seguridad,Argentina,Santa Fe,Rafaela,C2 (Medio-Alto)
2610,Persona_2610,26,Trabajador informal,Liberal,Economía y Seguridad,Argentina,Chubut,Comodoro Rivadavia,C3 (Medio)
2611,Persona_2611,61,Programador freelance,Escéptico,Economía y Seguridad,Argentina,Buenos Aires,Tandil,C3 (Medio)
2612,Persona_2612,20,Emprendedor tech,Antisistema,Economía y Seguridad,Argentina,Santa Fe,Santa Fe Capital,D1 (Bajo)
2613,Persona_2613,19,Obrero de fábrica,Escéptico,Economía y Seguridad,Argentina,Córdoba,Córdoba Capital,E (Vulnerable)
2614,Persona_2614,52,Jubilado,Justicia Social,Economía y Seguridad,Argentina,Mendoza,Luján de Cuyo,C3 (Medio)
2615,Persona_2615,52,Productor agropecuario,Progresista,Economía y Seguridad,Argentina,Tucumán,Yerba Buena,E (Vulnerable)
2616,Persona_2616,37,Trabajador informal,Conservador,Economía y Seguridad,Argentina,Salta,Salta Capital,D1 (Bajo)
